#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	eggNOG OGs	narr_og_name	narr_og_cat	narr_og_desc	best_og_name	best_og_cat	best_og_desc	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
DBPAGJON_02686	1163671.JAGI01000002_gene3072	5.1e-114	417.5	COG1404@1|root,COG1404@2|Bacteria,1TQRU@1239|Firmicutes,249H1@186801|Clostridia,36FNC@31979|Clostridiaceae	36FNC@31979|Clostridiaceae	O	peptidase S8 and S53, subtilisin, kexin, sedolisin	249H1@186801|Clostridia	O	Belongs to the peptidase S8 family	aprX	-	-	ko:K17734	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Inhibitor_I9,Peptidase_S8
DBPAGJON_02687	1304866.K413DRAFT_1782	8.7e-175	619.8	COG0111@1|root,COG0111@2|Bacteria,1V410@1239|Firmicutes,248H9@186801|Clostridia,36FG2@31979|Clostridiaceae	36FG2@31979|Clostridiaceae	EH	D-isomer specific 2-hydroxyacid dehydrogenase	248H9@186801|Clostridia	EH	D-isomer specific 2-hydroxyacid dehydrogenase	pdxB	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C,ACT,ACT_4,AdoHcyase_NAD,AlaDh_PNT_C,IlvN,NAD_binding_2
DBPAGJON_02688	411469.EUBHAL_00338	4.9e-180	637.1	COG1932@1|root,COG1932@2|Bacteria,1TP6Y@1239|Firmicutes,247SM@186801|Clostridia,25VKP@186806|Eubacteriaceae	25VKP@186806|Eubacteriaceae	E	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine	247SM@186801|Clostridia	E	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine	serC	-	2.6.1.52	ko:K00831	ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230	M00020,M00124	R04173,R05085	RC00006,RC00036	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_5
DBPAGJON_02689	1304866.K413DRAFT_1780	2.1e-270	937.9	COG0028@1|root,COG0028@2|Bacteria,1TQE8@1239|Firmicutes,2480U@186801|Clostridia,36DNN@31979|Clostridiaceae	36DNN@31979|Clostridiaceae	H	Acetolactate synthase, large subunit	2480U@186801|Clostridia	H	Acetolactate synthase, large subunit	ilvB	-	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	-	CO_dh,POR_N,TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
DBPAGJON_02690	411902.CLOBOL_02300	3.7e-275	953.7	COG0129@1|root,COG0129@2|Bacteria,1TP1R@1239|Firmicutes,247UC@186801|Clostridia,21Z73@1506553|Lachnoclostridium	21Z73@1506553|Lachnoclostridium	H	Belongs to the IlvD Edd family	247UC@186801|Clostridia	EG	Belongs to the IlvD Edd family	ilvD	GO:0003674,GO:0003824,GO:0004160,GO:0005488,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019752,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.2.1.9	ko:K01687	ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R01209,R04441,R05070	RC00468,RC01714	ko00000,ko00001,ko00002,ko01000	-	-	-	ILVD_EDD
DBPAGJON_02691	457421.CBFG_02066	4.8e-175	620.5	COG0473@1|root,COG0473@2|Bacteria,1TPEM@1239|Firmicutes,24A63@186801|Clostridia,268H7@186813|unclassified Clostridiales	268H7@186813|unclassified Clostridiales	CE	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	24A63@186801|Clostridia	C	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate	leuB	GO:0000166,GO:0000287,GO:0003674,GO:0003824,GO:0003862,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0036094,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046872,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.85	ko:K00052	ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230	M00432,M00535	R00994,R04426,R10052	RC00084,RC00417,RC03036	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	Aconitase_C,Iso_dh
DBPAGJON_02693	515620.EUBELI_20571	7.3e-27	127.5	COG1028@1|root,COG1028@2|Bacteria,1V0VM@1239|Firmicutes,24D18@186801|Clostridia	24D18@186801|Clostridia	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	24D18@186801|Clostridia	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	-	-	-	-	-	-	-	-	-	-	-	-	Epimerase,adh_short,adh_short_C2
DBPAGJON_02694	397290.C810_01873	7.4e-60	237.3	COG2186@1|root,COG2186@2|Bacteria,1V2TU@1239|Firmicutes,24GA8@186801|Clostridia,27Q1Z@186928|unclassified Lachnospiraceae	27Q1Z@186928|unclassified Lachnospiraceae	K	FCD	24GA8@186801|Clostridia	K	PFAM Bacterial regulatory proteins, gntR family	-	-	-	ko:K05799	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR,HTH_11,HTH_24,HTH_41,HTH_CodY,Rrf2
DBPAGJON_02695	411469.EUBHAL_01954	1.9e-235	821.6	COG0277@1|root,COG0277@2|Bacteria,1TPBC@1239|Firmicutes,24A99@186801|Clostridia,25VPQ@186806|Eubacteriaceae	25VPQ@186806|Eubacteriaceae	C	glycolate oxidase, subunit GlcD	24A99@186801|Clostridia	C	FAD linked oxidases, C-terminal domain	glcD	-	1.1.3.15	ko:K00104	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001,ko01000	-	-	-	FAD-oxidase_C,FAD_binding_4
DBPAGJON_02696	931276.Cspa_c41450	4.4e-84	318.2	COG2025@1|root,COG2025@2|Bacteria,1TPC8@1239|Firmicutes,247NF@186801|Clostridia,36FIR@31979|Clostridiaceae	36FIR@31979|Clostridiaceae	C	Electron transfer flavoprotein, alpha	247NF@186801|Clostridia	C	electron transfer flavoprotein	etfA	-	-	ko:K03522	-	-	-	-	ko00000,ko04147	-	-	-	ETF,ETF_alpha,Fer4,Fer4_10,Fer4_2,Fer4_4,Fer4_6,Fer4_7,Fer4_9
DBPAGJON_02697	1345695.CLSA_c19040	2.8e-68	265.4	COG2086@1|root,COG2086@2|Bacteria,1V14G@1239|Firmicutes,248T6@186801|Clostridia,36EUT@31979|Clostridiaceae	36EUT@31979|Clostridiaceae	C	Electron transfer flavoprotein	248T6@186801|Clostridia	C	Electron transfer flavoprotein	-	-	-	ko:K03521	-	-	-	-	ko00000	-	-	-	ETF
DBPAGJON_02698	1280692.AUJL01000031_gene1983	7.1e-153	547.0	COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,247UB@186801|Clostridia,36DR1@31979|Clostridiaceae	36DR1@31979|Clostridiaceae	I	acyl-CoA dehydrogenase	247UB@186801|Clostridia	C	acyl-CoA dehydrogenase	-	-	1.3.8.1	ko:K00248	ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212	-	R01175,R01178,R02661,R03172,R04751	RC00052,RC00068,RC00076,RC00120,RC00148	ko00000,ko00001,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_2,Acyl-CoA_dh_M,Acyl-CoA_dh_N
DBPAGJON_02699	411902.CLOBOL_05901	1.6e-23	115.2	2BHW3@1|root,32C00@2|Bacteria,1USCW@1239|Firmicutes,25AC5@186801|Clostridia,223DD@1506553|Lachnoclostridium	223DD@1506553|Lachnoclostridium	-	-	25AC5@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Smr
DBPAGJON_02700	657322.FPR_01310	1.2e-101	376.7	COG2199@1|root,COG2199@2|Bacteria,1TSU4@1239|Firmicutes,24DMY@186801|Clostridia,3WPF4@541000|Ruminococcaceae	3WPF4@541000|Ruminococcaceae	T	diguanylate cyclase	24DMY@186801|Clostridia	T	diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
DBPAGJON_02701	478749.BRYFOR_09862	0.0	1790.8	COG4096@1|root,COG4096@2|Bacteria,1UI7V@1239|Firmicutes,25ED3@186801|Clostridia	25ED3@186801|Clostridia	L	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases	25ED3@186801|Clostridia	L	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases	hsdR	-	3.1.21.3	ko:K01153	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DEAD,DUF4145,EcoEI_R_C,HSDR_N,HSDR_N_2,Helicase_C,ResIII
DBPAGJON_02702	1408324.JNJK01000003_gene2596	2.4e-85	321.6	COG0732@1|root,COG0732@2|Bacteria,1V0W6@1239|Firmicutes,24EPD@186801|Clostridia,27KZS@186928|unclassified Lachnospiraceae	27KZS@186928|unclassified Lachnospiraceae	V	Type I restriction modification DNA specificity domain	24EPD@186801|Clostridia	V	Type I restriction modification DNA specificity domain	-	-	-	-	-	-	-	-	-	-	-	-	Methylase_S
DBPAGJON_02703	1298920.KI911353_gene1732	1.4e-260	905.6	COG2309@1|root,COG2309@2|Bacteria,1TSPE@1239|Firmicutes,24A6S@186801|Clostridia,21Y8H@1506553|Lachnoclostridium	21Y8H@1506553|Lachnoclostridium	E	Thermophilic metalloprotease (M29)	24A6S@186801|Clostridia	E	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	HD_3,Peptidase_M29
DBPAGJON_02704	1121296.JONJ01000017_gene1200	5.6e-10	70.5	29AZ4@1|root,2ZXY4@2|Bacteria,1W57K@1239|Firmicutes,24PGF@186801|Clostridia,220HK@1506553|Lachnoclostridium	220HK@1506553|Lachnoclostridium	-	-	24PGF@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_02705	610130.Closa_1603	6.4e-52	210.3	COG4767@1|root,COG4767@2|Bacteria,1VAH6@1239|Firmicutes,24MQR@186801|Clostridia,2203R@1506553|Lachnoclostridium	2203R@1506553|Lachnoclostridium	V	VanZ like family	24MQR@186801|Clostridia	V	Glycopeptide antibiotics resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	VanZ
DBPAGJON_02706	1410612.JNKO01000008_gene1891	5.6e-10	69.3	2DRBT@1|root,33B4Z@2|Bacteria,1UR75@1239|Firmicutes,2590Z@186801|Clostridia,2PSUB@265975|Oribacterium	2PSUB@265975|Oribacterium	-	-	2590Z@186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
DBPAGJON_02707	411474.COPEUT_02692	4.5e-107	394.0	COG0461@1|root,COG0461@2|Bacteria,1TREW@1239|Firmicutes,248WM@186801|Clostridia	248WM@186801|Clostridia	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	248WM@186801|Clostridia	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	pyrE	GO:0003674,GO:0003824,GO:0004588,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	2.4.2.10	ko:K00762	ko00240,ko01100,map00240,map01100	M00051	R01870	RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyltran
DBPAGJON_02708	1304866.K413DRAFT_2933	2.7e-147	528.1	COG0167@1|root,COG0167@2|Bacteria,1TPFV@1239|Firmicutes,248CQ@186801|Clostridia,36E5B@31979|Clostridiaceae	36E5B@31979|Clostridiaceae	F	Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily	248CQ@186801|Clostridia	F	Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily	pyrD	GO:0003674,GO:0003824,GO:0004152,GO:0004589,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0016627,GO:0016628,GO:0016635,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0043167,GO:0043169,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046872,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	1.3.1.14	ko:K17828	ko00240,ko01100,map00240,map01100	M00051	R01869	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh,Dus,Glu_synthase,His_biosynth,NMO
DBPAGJON_02709	1298920.KI911353_gene1726	1.3e-105	389.4	COG0543@1|root,COG0543@2|Bacteria,1TQ5D@1239|Firmicutes,24AY2@186801|Clostridia,21Y21@1506553|Lachnoclostridium	21Y21@1506553|Lachnoclostridium	C	Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD( )	24AY2@186801|Clostridia	C	Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD(	pyrK	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0036094,GO:0042455,GO:0043167,GO:0043168,GO:0043169,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0046872,GO:0048037,GO:0050660,GO:0050662,GO:0051536,GO:0051537,GO:0051540,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	-	ko:K02823	ko00240,ko01100,map00240,map01100	-	-	-	ko00000,ko00001	-	-	-	DHODB_Fe-S_bind,FAD_binding_6,NAD_binding_1,NAD_binding_6
DBPAGJON_02710	742740.HMPREF9474_01087	1.3e-149	535.8	COG0284@1|root,COG0284@2|Bacteria,1TQ7P@1239|Firmicutes,247SZ@186801|Clostridia,21YVS@1506553|Lachnoclostridium	21YVS@1506553|Lachnoclostridium	F	Belongs to the OMP decarboxylase family. Type 2 subfamily	247SZ@186801|Clostridia	F	Belongs to the OMP decarboxylase family. Type 2 subfamily	pyrF	GO:0003674,GO:0003824,GO:0004590,GO:0006139,GO:0006206,GO:0006207,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019856,GO:0034404,GO:0034641,GO:0034654,GO:0042455,GO:0044205,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046049,GO:0046112,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	4.1.1.23	ko:K01591	ko00240,ko01100,map00240,map01100	M00051	R00965	RC00409	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS17585	OMPdecase
DBPAGJON_02711	1235799.C818_03790	4.1e-100	371.3	COG1284@1|root,COG1284@2|Bacteria,1TRAU@1239|Firmicutes,249DE@186801|Clostridia,27JKX@186928|unclassified Lachnospiraceae	27JKX@186928|unclassified Lachnospiraceae	S	Uncharacterized protein conserved in bacteria (DUF2179)	249DE@186801|Clostridia	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	DUF2179,YitT_membrane
DBPAGJON_02712	742740.HMPREF9474_01089	3.1e-79	301.6	COG1346@1|root,COG1346@2|Bacteria,1TRGN@1239|Firmicutes,24AGM@186801|Clostridia,21Z8E@1506553|Lachnoclostridium	21Z8E@1506553|Lachnoclostridium	M	LrgB-like family	24AGM@186801|Clostridia	M	Psort location CytoplasmicMembrane, score	lrgB	-	-	-	-	-	-	-	-	-	-	-	LrgB
DBPAGJON_02713	742740.HMPREF9474_01090	6e-32	143.7	COG1380@1|root,COG1380@2|Bacteria,1VEN4@1239|Firmicutes,24MMB@186801|Clostridia,220PJ@1506553|Lachnoclostridium	220PJ@1506553|Lachnoclostridium	S	LrgA family	24MMB@186801|Clostridia	S	LrgA family	lrgA	-	-	ko:K06518	-	-	-	-	ko00000,ko02000	1.E.14.2	-	-	LrgA
DBPAGJON_02714	610130.Closa_1593	2.5e-29	136.0	COG0454@1|root,COG0456@2|Bacteria,1VJT9@1239|Firmicutes,24DGP@186801|Clostridia,2244S@1506553|Lachnoclostridium	2244S@1506553|Lachnoclostridium	K	Acetyltransferase (GNAT) family	24DGP@186801|Clostridia	K	Acetyltransferase (GNAT) family	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_3,Acetyltransf_7,FR47
DBPAGJON_02715	1163671.JAGI01000002_gene1807	2.2e-119	435.3	COG0489@1|root,COG0489@2|Bacteria,1TQ34@1239|Firmicutes,24817@186801|Clostridia,36EAT@31979|Clostridiaceae	36EAT@31979|Clostridiaceae	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	24817@186801|Clostridia	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp	-	-	-	-	-	-	-	-	-	-	-	AAA_31,ArgK,ArsA_ATPase,CbiA,MipZ,Nitro_FeMo-Co,ParA
DBPAGJON_02716	742733.HMPREF9469_01020	1.7e-96	359.0	COG2357@1|root,COG2357@2|Bacteria,1TQ2F@1239|Firmicutes,249FE@186801|Clostridia,21YUV@1506553|Lachnoclostridium	21YUV@1506553|Lachnoclostridium	S	Region found in RelA / SpoT proteins	249FE@186801|Clostridia	T	RelA SpoT domain protein	-	-	2.7.6.5	ko:K07816	ko00230,map00230	-	R00429	RC00002,RC00078	ko00000,ko00001,ko01000	-	-	-	RelA_SpoT
DBPAGJON_02717	742740.HMPREF9474_04066	3.5e-71	274.2	COG3051@1|root,COG3051@2|Bacteria,1TPN3@1239|Firmicutes,247QD@186801|Clostridia,21Y5Y@1506553|Lachnoclostridium	21Y5Y@1506553|Lachnoclostridium	C	Citrate lyase, alpha subunit (CitF)	247QD@186801|Clostridia	C	citrate lyase alpha subunit	citF	-	2.8.3.10	ko:K01643	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	AcetylCoA_hyd_C,CitF,CitMHS
DBPAGJON_02718	1499683.CCFF01000014_gene3626	4.6e-156	557.8	COG3493@1|root,COG3493@2|Bacteria,1TR97@1239|Firmicutes,24BDA@186801|Clostridia,36GMZ@31979|Clostridiaceae	36GMZ@31979|Clostridiaceae	C	2-hydroxycarboxylate transporter family	24BDA@186801|Clostridia	C	2-hydroxycarboxylate transporter family	citS	-	-	-	-	-	-	-	-	-	-	-	2HCT
DBPAGJON_02719	1304866.K413DRAFT_3336	1.6e-171	609.4	COG0606@1|root,COG0606@2|Bacteria,1TPPB@1239|Firmicutes,248T8@186801|Clostridia,36EFG@31979|Clostridiaceae	36EFG@31979|Clostridiaceae	O	magnesium chelatase	248T8@186801|Clostridia	O	chelatase subunit ChlI	comM	-	-	ko:K07391	-	-	-	-	ko00000	-	-	-	AAA,AAA_19,AAA_5,ChlI,Lon_C,MCM,Mg_chelatase,Mg_chelatase_C,Sigma54_activat
DBPAGJON_02720	1304866.K413DRAFT_3337	1.5e-113	416.4	COG0758@1|root,COG0758@2|Bacteria,1TPP7@1239|Firmicutes,24AS2@186801|Clostridia,36EJZ@31979|Clostridiaceae	36EJZ@31979|Clostridiaceae	LU	DNA protecting protein DprA	24AS2@186801|Clostridia	LU	DNA protecting protein DprA	dprA	-	-	ko:K04096	-	-	-	-	ko00000	-	-	-	DNA_processg_A
DBPAGJON_02721	742735.HMPREF9467_03672	0.0	1101.7	COG0550@1|root,COG0550@2|Bacteria,1TPUS@1239|Firmicutes,248MG@186801|Clostridia,21YX4@1506553|Lachnoclostridium	21YX4@1506553|Lachnoclostridium	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	248MG@186801|Clostridia	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	topA	-	5.99.1.2	ko:K03168	-	-	-	-	ko00000,ko01000,ko03032,ko03400	-	-	-	CodY,HTH_CodY,RNA_POL_M_15KD,Topoisom_bac,Toprim,Toprim_C_rpt,zf-C4_Topoisom
